area_id,area_name,b25129001,b25129001_moe,b25129002,b25129002_moe,b25129003,b25129003_moe,b25129004,b25129004_moe,b25129005,b25129005_moe,b25129006,b25129006_moe,b25129007,b25129007_moe,b25129008,b25129008_moe,b25129009,b25129009_moe,b25129010,b25129010_moe,b25129011,b25129011_moe,b25129012,b25129012_moe,b25129013,b25129013_moe,b25129014,b25129014_moe,b25129015,b25129015_moe,b25129016,b25129016_moe,b25129017,b25129017_moe,b25129018,b25129018_moe,b25129019,b25129019_moe,b25129020,b25129020_moe,b25129021,b25129021_moe,b25129022,b25129022_moe,b25129023,b25129023_moe,b25129024,b25129024_moe,b25129025,b25129025_moe,b25129026,b25129026_moe,b25129027,b25129027_moe,b25129028,b25129028_moe,b25129029,b25129029_moe,b25129030,b25129030_moe,b25129031,b25129031_moe,b25129032,b25129032_moe,b25129033,b25129033_moe,b25129034,b25129034_moe,b25129035,b25129035_moe,b25129036,b25129036_moe,b25129037,b25129037_moe,b25129038,b25129038_moe,b25129039,b25129039_moe,b25129040,b25129040_moe,b25129041,b25129041_moe,b25129042,b25129042_moe,b25129043,b25129043_moe,b25129044,b25129044_moe,b25129045,b25129045_moe,b25129046,b25129046_moe,b25129047,b25129047_moe,b25129048,b25129048_moe,b25129049,b25129049_moe,b25129050,b25129050_moe,b25129051,b25129051_moe,b25129052,b25129052_moe,b25129053,b25129053_moe,b25129054,b25129054_moe,b25129055,b25129055_moe,b25129056,b25129056_moe,b25129057,b25129057_moe,b25129058,b25129058_moe,b25129059,b25129059_moe,b25129060,b25129060_moe,b25129061,b25129061_moe,b25129062,b25129062_moe,b25129063,b25129063_moe,b25129064,b25129064_moe,b25129065,b25129065_moe,b25129066,b25129066_moe,b25129067,b25129067_moe,b25129068,b25129068_moe,b25129069,b25129069_moe,b25129070,b25129070_moe,b25129071,b25129071_moe,b25129072,b25129072_moe,b25129073,b25129073_moe,b25129074,b25129074_moe,b25129075,b25129075_moe,b25129076,b25129076_moe,b25129077,b25129077_moe,b25129078,b25129078_moe,b25129079,b25129079_moe,b25129080,b25129080_moe,b25129081,b25129081_moe,b25129082,b25129082_moe,b25129083,b25129083_moe,b25129084,b25129084_moe,b25129085,b25129085_moe,b25129086,b25129086_moe,b25129087,b25129087_moe
8.1,Northgate/Maple Leaf,6976,196,2723,187,716,142,536,123,15,29,42,50,60,44,63,63,0,24,662,160,487,130,0,24,56,80,62,41,57,47,0,24,578,129,467,119,0,24,20,31,43,38,48,45,0,24,334,89,218,72,0,24,11,27,0,24,105,57,0,24,200,73,200,73,0,24,0,24,0,24,0,24,0,24,233,74,233,74,0,24,0,24,0,24,0,24,0,24,4253,238,3537,251,559,162,320,157,778,219,555,163,1325,232,0,24,312,115,33,39,9,25,74,52,77,58,119,80,0,24,332,127,36,36,10,25,129,90,70,52,87,69,0,24,58,46,23,31,0,24,15,28,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,31,14,31,0,24,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,6737,204,3497,241,940,190,726,161,49,40,52,60,29,37,84,51,0,24,804,168,658,159,0,24,58,48,68,77,20,35,0,24,681,142,560,121,0,24,42,65,12,28,20,34,47,43,520,128,503,125,17,33,0,24,0,24,0,24,0,24,289,105,257,100,0,24,32,40,0,24,0,24,0,24,263,115,263,115,0,24,0,24,0,24,0,24,0,24,3240,292,2423,283,629,184,227,132,691,204,491,152,385,153,0,24,443,137,120,66,46,46,103,73,99,69,75,48,0,24,269,107,89,56,0,24,45,46,96,60,39,47,0,24,50,35,17,33,0,24,10,27,9,26,14,27,0,24,40,48,0,24,20,37,0,24,0,24,20,35,0,24,15,30,15,30,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,5748,207,2854,179,692,163,677,158,0,27,0,27,15,31,0,27,0,27,513,113,513,113,0,27,0,27,0,27,0,27,0,27,645,128,645,128,0,27,0,27,0,27,0,27,0,27,473,119,473,119,0,27,0,27,0,27,0,27,0,27,314,90,311,89,3,25,0,27,0,27,0,27,0,27,217,73,217,73,0,27,0,27,0,27,0,27,0,27,2894,245,2242,264,493,130,256,128,473,156,340,120,637,147,43,73,394,142,68,53,7,26,193,119,40,34,86,58,0,27,242,113,0,27,44,66,77,88,37,33,84,75,0,27,12,28,0,27,0,27,0,27,0,27,12,28,0,27,4,25,0,27,0,27,4,25,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,6683,218,3285,224,1130,199,832,175,40,65,95,60,92,84,71,61,0,27,558,139,485,129,0,27,22,43,37,47,14,31,0,27,684,138,616,127,0,27,12,32,31,41,25,33,0,27,429,125,414,122,0,27,15,33,0,27,0,27,0,27,174,69,174,69,0,27,0,27,0,27,0,27,0,27,310,102,310,102,0,27,0,27,0,27,0,27,0,27,3398,253,2599,277,443,148,55,50,279,128,609,197,1213,242,0,27,601,176,87,94,17,33,75,75,76,66,346,139,0,27,126,76,33,46,0,27,19,38,15,31,59,51,0,27,57,54,17,38,0,27,21,38,19,36,0,27,0,27,15,31,0,27,15,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,4422,146,1802,240,788,198,645,178,16,28,114,72,13,24,0,17,0,17,425,143,308,105,0,17,117,99,0,17,0,17,0,17,276,113,208,88,9,19,48,68,11,22,0,17,0,17,131,64,91,53,12,24,28,35,0,17,0,17,0,17,45,41,45,41,0,17,0,17,0,17,0,17,0,17,137,64,137,64,0,17,0,17,0,17,0,17,0,17,2620,254,1983,235,740,189,302,162,597,184,222,88,108,69,14,24,348,140,106,81,95,75,94,82,30,50,23,30,0,17,201,90,26,31,29,33,75,62,57,58,11,21,3,13,88,68,0,17,11,22,24,30,19,33,34,54,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,10923,235,6353,313,1985,242,1540,218,98,66,61,47,232,81,54,44,0,29,1192,184,1108,179,19,35,21,35,35,41,0,29,9,30,1481,205,1323,194,60,57,50,50,39,43,9,30,0,29,728,142,670,136,38,37,0,29,20,42,0,29,0,29,559,143,551,143,0,29,8,30,0,29,0,29,0,29,408,105,408,105,0,29,0,29,0,29,0,29,0,29,4570,322,3559,310,1126,226,553,163,883,190,521,152,467,140,9,30,439,129,118,68,98,55,178,85,22,41,23,36,0,29,370,116,124,67,32,46,157,76,8,30,49,48,0,29,157,91,30,37,94,77,23,35,0,29,10,31,0,29,38,38,27,34,0,29,11,32,0,29,0,29,0,29,7,29,7,29,0,29,0,29,0,29,0,29,0,29
9.4,Green Lake,6673,219,3442,241,1329,212,1129,183,25,32,117,99,24,43,34,43,0,24,607,142,491,135,22,27,25,34,18,33,51,44,0,24,742,151,729,152,0,24,13,27,0,24,0,24,0,24,292,95,277,92,15,32,0,24,0,24,0,24,0,24,294,100,281,98,0,24,13,27,0,24,0,24,0,24,178,72,168,70,10,27,0,24,0,24,0,24,0,24,3231,254,2542,268,726,201,334,129,710,186,542,178,230,117,0,24,412,146,21,34,63,64,138,88,59,48,131,90,0,24,167,73,34,36,11,28,11,27,48,45,63,54,0,24,67,56,0,24,30,38,0,24,19,34,18,33,0,24,27,33,11,27,0,24,0,24,0,24,16,31,0,24,16,30,0,24,0,24,0,24,16,30,0,24,0,24
9.5,Haller Lake,4467,139,2687,222,836,185,628,162,0,21,38,34,131,105,0,21,39,61,491,138,414,119,0,21,0,21,28,27,0,21,49,42,554,141,479,125,0,21,14,26,15,28,7,21,39,39,300,106,290,105,0,21,0,21,10,21,0,21,0,21,294,97,294,97,0,21,0,21,0,21,0,21,0,21,212,77,212,77,0,21,0,21,0,21,0,21,0,21,1780,238,1435,231,319,106,98,100,410,172,413,157,195,115,0,21,139,71,46,38,10,23,16,28,46,46,21,27,0,21,97,55,37,34,24,29,0,21,36,40,0,21,0,21,69,60,24,25,11,22,0,21,34,54,0,21,0,21,40,40,18,31,12,22,0,21,0,21,10,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,5103,114,3604,180,854,139,788,136,7,21,59,36,0,21,0,21,0,21,857,167,818,155,0,21,39,62,0,21,0,21,0,21,713,118,662,118,10,24,0,21,30,23,11,23,0,21,467,105,467,105,0,21,0,21,0,21,0,21,0,21,253,91,253,91,0,21,0,21,0,21,0,21,0,21,460,95,460,95,0,21,0,21,0,21,0,21,0,21,1499,180,1227,176,585,167,103,57,261,96,230,89,48,36,0,21,87,53,77,49,10,25,0,21,0,21,0,21,0,21,132,73,65,70,0,21,7,21,49,58,11,25,0,21,22,27,11,23,0,21,11,25,0,21,0,21,0,21,10,25,10,25,0,21,0,21,0,21,0,21,0,21,21,29,11,24,10,23,0,21,0,21,0,21,0,21
10.2,Whittier Heights,5610,116,3010,236,882,181,779,169,42,33,61,51,0,24,0,24,0,24,632,145,632,145,0,24,0,24,0,24,0,24,0,24,746,152,694,149,52,54,0,24,0,24,0,24,0,24,427,119,427,119,0,24,0,24,0,24,0,24,0,24,134,71,134,71,0,24,0,24,0,24,0,24,0,24,189,76,177,74,12,25,0,24,0,24,0,24,0,24,2600,254,2090,246,695,171,690,191,682,171,23,31,0,24,0,24,394,130,92,55,138,101,148,76,16,31,0,24,0,24,101,61,16,29,28,34,57,47,0,24,0,24,0,24,15,29,0,24,15,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,6432,193,4062,235,1165,175,933,164,57,44,121,60,40,42,14,28,0,24,761,151,705,145,0,24,30,40,0,24,26,26,0,24,985,183,868,162,46,76,0,24,28,34,43,39,0,24,594,153,594,153,0,24,0,24,0,24,0,24,0,24,334,106,311,104,0,24,0,24,0,24,11,25,12,26,223,106,198,102,25,33,0,24,0,24,0,24,0,24,2370,246,1849,250,612,173,415,146,464,143,225,97,133,66,0,24,222,99,42,40,31,38,55,52,29,37,65,56,0,24,255,115,30,35,16,30,119,71,15,30,75,80,0,24,44,44,29,37,0,24,15,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,4091,212,926,189,526,158,225,103,0,17,126,86,0,17,175,77,0,17,211,114,130,95,15,24,0,17,0,17,66,52,0,17,102,61,102,61,0,17,0,17,0,17,0,17,0,17,87,65,58,49,0,17,29,46,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,3165,293,2476,302,319,148,199,85,487,191,539,173,932,256,0,17,364,145,17,28,33,39,221,111,78,73,15,26,0,17,255,97,15,24,19,32,146,84,75,54,0,17,0,17,10,17,0,17,10,17,0,17,0,17,0,17,0,17,60,65,60,65,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,8389,231,3272,278,1502,239,1021,183,106,84,109,62,175,98,91,52,0,24,605,149,502,130,0,24,21,36,82,62,0,24,0,24,578,137,464,116,0,24,85,65,21,30,8,25,0,24,371,131,275,107,54,67,42,40,0,24,0,24,0,24,154,78,154,78,0,24,0,24,0,24,0,24,0,24,62,52,62,52,0,24,0,24,0,24,0,24,0,24,5117,318,4113,320,858,214,995,248,1592,250,484,134,124,65,60,65,547,173,145,88,133,109,239,118,30,35,0,24,0,24,366,134,73,54,114,80,137,85,28,35,14,29,0,24,54,51,0,24,0,24,54,51,0,24,0,24,0,24,30,41,0,24,16,34,14,31,0,24,0,24,0,24,7,20,7,20,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,7409,188,2998,202,944,149,721,134,15,29,58,42,126,51,24,31,0,27,718,138,605,131,53,52,6,26,35,35,19,36,0,27,569,119,456,106,69,48,0,27,15,31,15,32,14,32,389,90,341,84,0,27,22,32,0,27,16,32,10,29,215,71,196,65,0,27,0,27,0,27,19,36,0,27,163,65,163,65,0,27,0,27,0,27,0,27,0,27,4411,250,3561,278,785,197,464,141,725,177,1027,194,545,162,15,31,405,149,64,51,58,44,155,100,38,48,90,82,0,27,296,118,15,30,50,46,50,39,68,85,100,65,13,29,109,76,31,35,36,61,24,31,18,36,0,27,0,27,28,34,17,36,11,24,0,27,0,27,0,27,0,27,12,28,0,27,12,28,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,8722,431,914,176,657,169,55,54,0,21,101,72,71,47,430,133,0,21,75,57,55,58,0,21,20,34,0,21,0,21,0,21,51,48,35,37,0,21,16,32,0,21,0,21,0,21,94,60,45,41,0,21,14,28,21,38,14,29,0,21,15,29,15,29,0,21,0,21,0,21,0,21,0,21,22,31,22,31,0,21,0,21,0,21,0,21,0,21,7808,430,6713,448,185,96,77,75,834,195,919,247,4698,401,0,21,673,206,0,21,0,21,135,104,114,92,424,160,0,21,325,122,12,27,0,21,96,63,96,71,121,72,0,21,65,53,0,21,0,21,39,44,15,29,11,26,0,21,32,38,16,31,0,21,16,30,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,5548,152,4234,252,1187,206,1127,203,0,24,26,34,22,34,0,24,12,25,1044,205,961,190,16,32,0,24,67,75,0,24,0,24,958,187,879,177,0,24,31,39,48,64,0,24,0,24,422,129,422,129,0,24,0,24,0,24,0,24,0,24,265,95,253,93,0,24,0,24,12,26,0,24,0,24,358,96,358,96,0,24,0,24,0,24,0,24,0,24,1314,210,1114,197,579,174,202,109,202,95,131,88,0,24,0,24,100,69,60,54,0,24,16,31,12,25,0,24,12,25,100,59,41,40,0,24,35,38,24,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,5251,185,2230,221,725,173,506,162,0,21,123,89,96,56,0,21,0,21,694,144,386,108,23,31,200,100,45,49,40,38,0,21,361,126,174,67,11,26,127,89,49,45,0,21,0,21,193,92,135,76,0,21,10,23,33,40,15,30,0,21,152,72,105,59,0,21,30,37,17,30,0,21,0,21,105,76,105,76,0,21,0,21,0,21,0,21,0,21,3021,259,2445,257,278,134,503,165,922,215,658,182,75,57,9,23,358,119,26,29,107,77,65,45,132,67,28,35,0,21,155,91,20,23,81,80,28,34,26,31,0,21,0,21,31,33,0,21,31,33,0,21,0,21,0,21,0,21,32,39,0,21,0,21,32,39,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,19175,394,7628,391,3175,344,1414,214,56,54,456,149,872,217,363,106,14,43,1463,229,867,178,79,59,191,101,260,91,66,59,0,40,1529,232,967,173,22,42,237,98,218,102,71,84,14,42,860,171,624,138,50,60,91,71,95,60,0,40,0,40,306,105,257,99,23,43,26,44,0,40,0,40,0,40,295,94,259,87,27,50,0,40,9,40,0,40,0,40,11547,494,9615,515,842,192,1297,283,2639,352,2617,347,2220,300,0,40,1038,241,71,91,208,118,339,136,280,125,140,90,0,40,594,167,55,45,108,89,171,85,88,63,172,107,0,40,233,86,11,42,12,41,98,74,73,65,39,47,0,40,18,46,0,40,0,40,0,40,18,46,0,40,0,40,49,49,12,41,9,40,13,43,0,40,15,44,0,40
13.1,Belltown,5934,298,1587,279,887,232,36,42,0,21,0,21,20,25,831,229,0,21,364,163,45,72,0,21,0,21,12,25,307,139,0,21,268,120,0,21,0,21,0,21,0,21,268,120,0,21,68,69,0,21,0,21,0,21,0,21,68,69,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,4347,335,3635,317,148,33,30,33,299,140,642,176,2489,344,27,46,461,163,0,21,22,37,19,34,174,115,246,115,0,21,232,128,20,36,0,21,10,21,69,77,133,97,0,21,19,34,0,21,0,21,0,21,19,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,2452,178,444,105,225,73,14,24,0,12,26,20,70,49,115,53,0,12,73,49,14,22,0,12,0,12,26,30,33,32,0,12,88,56,0,12,0,12,12,20,0,12,76,53,0,12,46,44,0,12,0,12,13,21,15,25,18,27,0,12,12,20,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2008,197,1525,198,52,65,0,12,108,104,232,117,1133,199,0,12,175,108,0,12,0,12,0,12,30,34,145,100,0,12,293,114,0,12,0,12,8,16,58,48,227,104,0,12,15,26,0,12,0,12,0,12,0,12,15,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,3024,156,144,59,85,47,0,17,0,17,0,17,25,25,60,43,0,17,37,29,0,17,0,17,9,18,20,25,8,17,0,17,22,31,11,21,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,2880,161,1926,194,69,65,26,27,245,94,429,111,1146,183,11,21,470,115,18,24,8,18,113,66,205,89,126,65,0,17,409,114,23,30,12,22,22,25,95,57,257,96,0,17,75,49,0,17,0,17,0,17,11,22,64,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
