area_id,area_name,b20005g001,b20005g001_moe,b20005g002,b20005g002_moe,b20005g003,b20005g003_moe,b20005g004,b20005g004_moe,b20005g005,b20005g005_moe,b20005g006,b20005g006_moe,b20005g007,b20005g007_moe,b20005g008,b20005g008_moe,b20005g009,b20005g009_moe,b20005g010,b20005g010_moe,b20005g011,b20005g011_moe,b20005g012,b20005g012_moe,b20005g013,b20005g013_moe,b20005g014,b20005g014_moe,b20005g015,b20005g015_moe,b20005g016,b20005g016_moe,b20005g017,b20005g017_moe,b20005g018,b20005g018_moe,b20005g019,b20005g019_moe,b20005g020,b20005g020_moe,b20005g021,b20005g021_moe,b20005g022,b20005g022_moe,b20005g023,b20005g023_moe,b20005g024,b20005g024_moe,b20005g025,b20005g025_moe,b20005g026,b20005g026_moe,b20005g027,b20005g027_moe,b20005g028,b20005g028_moe,b20005g029,b20005g029_moe,b20005g030,b20005g030_moe,b20005g031,b20005g031_moe,b20005g032,b20005g032_moe,b20005g033,b20005g033_moe,b20005g034,b20005g034_moe,b20005g035,b20005g035_moe,b20005g036,b20005g036_moe,b20005g037,b20005g037_moe,b20005g038,b20005g038_moe,b20005g039,b20005g039_moe,b20005g040,b20005g040_moe,b20005g041,b20005g041_moe,b20005g042,b20005g042_moe,b20005g043,b20005g043_moe,b20005g044,b20005g044_moe,b20005g045,b20005g045_moe,b20005g046,b20005g046_moe,b20005g047,b20005g047_moe,b20005g048,b20005g048_moe,b20005g049,b20005g049_moe,b20005g050,b20005g050_moe,b20005g051,b20005g051_moe,b20005g052,b20005g052_moe,b20005g053,b20005g053_moe,b20005g054,b20005g054_moe,b20005g055,b20005g055_moe,b20005g056,b20005g056_moe,b20005g057,b20005g057_moe,b20005g058,b20005g058_moe,b20005g059,b20005g059_moe,b20005g060,b20005g060_moe,b20005g061,b20005g061_moe,b20005g062,b20005g062_moe,b20005g063,b20005g063_moe,b20005g064,b20005g064_moe,b20005g065,b20005g065_moe,b20005g066,b20005g066_moe,b20005g067,b20005g067_moe,b20005g068,b20005g068_moe,b20005g069,b20005g069_moe,b20005g070,b20005g070_moe,b20005g071,b20005g071_moe,b20005g072,b20005g072_moe,b20005g073,b20005g073_moe,b20005g074,b20005g074_moe,b20005g075,b20005g075_moe,b20005g076,b20005g076_moe,b20005g077,b20005g077_moe,b20005g078,b20005g078_moe,b20005g079,b20005g079_moe,b20005g080,b20005g080_moe,b20005g081,b20005g081_moe,b20005g082,b20005g082_moe,b20005g083,b20005g083_moe,b20005g084,b20005g084_moe,b20005g085,b20005g085_moe,b20005g086,b20005g086_moe,b20005g087,b20005g087_moe,b20005g088,b20005g088_moe,b20005g089,b20005g089_moe,b20005g090,b20005g090_moe,b20005g091,b20005g091_moe,b20005g092,b20005g092_moe,b20005g093,b20005g093_moe,b20005g094,b20005g094_moe,b20005g095,b20005g095_moe
29,North Lawndale,179,105,62,64,15,44,0,43,15,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,4,42,0,43,0,43,0,43,11,45,0,43,0,43,0,43,0,43,47,58,47,58,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,117,73,49,51,0,43,49,51,0,43,0,43,0,43,13,46,0,43,0,43,5,42,0,43,17,49,0,43,0,43,6,42,0,43,8,43,0,43,0,43,0,43,0,43,0,43,0,43,68,64,63,64,5,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,5,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,348,167,217,114,81,67,0,48,81,67,0,48,0,48,0,48,0,48,0,48,0,48,9,49,0,48,14,52,0,48,0,48,18,50,24,61,0,48,0,48,0,48,10,49,0,48,6,48,0,48,136,96,67,65,69,73,14,51,15,56,0,48,0,48,0,48,0,48,0,48,28,55,0,48,0,48,0,48,0,48,0,48,12,50,0,48,0,48,0,48,0,48,0,48,0,48,131,80,34,56,0,48,34,56,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,20,50,14,55,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,97,66,76,63,21,49,0,48,6,48,0,48,0,48,15,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,657,229,214,96,125,80,10,43,115,75,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,20,45,0,42,48,61,4,41,39,52,0,42,0,42,0,42,0,42,0,42,4,41,0,42,89,62,35,47,54,58,8,42,23,53,6,41,0,42,0,42,0,42,5,41,0,42,0,42,0,42,12,44,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,443,199,108,92,0,42,108,92,0,42,0,42,0,42,0,42,0,42,24,56,19,50,0,42,0,42,0,42,7,43,13,45,0,42,11,44,25,56,0,42,0,42,9,40,0,42,0,42,335,170,61,58,274,151,45,61,22,43,89,81,67,83,0,42,43,73,0,42,0,42,0,42,0,42,4,41,0,42,0,42,0,42,0,42,0,42,4,41,0,42,0,42,0,42
32,Loop,435,160,207,119,164,110,0,30,164,110,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,44,75,0,30,76,78,44,46,43,51,29,47,14,31,7,31,0,30,0,30,0,30,0,30,0,30,7,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,228,103,102,63,0,30,102,63,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,12,33,0,30,0,30,17,37,30,36,0,30,25,39,18,38,126,85,74,75,52,47,24,40,0,30,0,30,0,30,6,29,0,30,0,30,0,30,0,30,0,30,15,36,0,30,0,30,0,30,0,30,0,30,7,30,0,30,0,30,0,30
33,Near South Side,337,231,139,172,13,25,0,24,13,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,25,0,24,0,24,0,24,0,24,126,171,126,171,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,198,132,131,120,0,24,131,120,0,24,0,24,0,24,0,24,0,24,8,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,54,73,0,24,56,90,5,23,0,24,8,24,67,45,30,33,37,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,9,25,0,24,0,24,3,22,0,24,0,24,0,24,0,24,0,24,16,30,9,24,0,24,0,24
34,Armour Square,294,205,161,108,5,27,0,27,5,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,27,0,27,0,27,0,27,0,27,0,27,156,110,62,61,94,95,42,51,0,27,0,27,0,27,52,85,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,133,111,36,46,0,27,36,46,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,27,46,0,27,0,27,9,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,97,101,33,39,64,97,0,27,64,97,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,171,80,92,57,61,53,0,35,61,53,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,10,37,0,35,10,37,0,35,0,35,0,35,22,47,0,35,12,38,7,35,31,37,11,37,20,35,13,35,0,35,0,35,0,35,4,34,3,34,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,79,52,15,37,0,35,15,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,4,34,0,35,0,35,11,38,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,64,48,41,42,23,39,4,34,0,35,0,35,0,35,0,35,0,35,0,35,7,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,12,40,0,35,0,35,0,35
36,Oakland,3,16,3,16,3,16,0,19,3,16,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,3,16,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,11,20,11,20,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,20,11,20,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,232,100,102,65,30,43,0,43,30,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,10,43,0,43,4,42,0,43,0,43,7,43,4,42,0,43,0,43,5,42,0,43,72,64,45,57,27,50,0,43,0,43,0,43,0,43,0,43,0,43,0,43,12,46,0,43,0,43,15,47,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,130,82,17,42,0,43,17,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,4,42,0,43,9,44,4,42,113,81,52,54,61,63,6,42,0,43,0,43,14,48,4,42,0,43,18,50,0,43,0,43,11,45,0,43,0,43,0,43,0,43,0,43,0,43,8,44,0,43,0,43,0,43
39,Kenwood,198,100,88,66,39,53,0,31,39,53,0,31,0,31,0,31,0,31,0,31,0,31,6,31,0,31,0,31,0,31,0,31,0,31,0,31,4,30,8,37,0,31,9,33,0,31,0,31,12,34,49,50,14,35,35,44,0,31,0,31,0,31,0,31,11,34,0,31,0,31,0,31,4,30,0,31,0,31,0,31,0,31,0,31,20,43,0,31,0,31,0,31,0,31,0,31,110,80,37,65,0,31,37,65,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,37,65,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,73,57,61,56,12,32,0,31,0,31,6,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,6,31,0,31,0,31,0,31,0,31,0,31,0,31
40,Washington Park,60,52,11,31,11,31,0,27,11,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,49,50,26,33,0,27,26,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,6,27,0,27,0,27,10,29,0,27,10,30,0,27,23,35,9,28,14,34,0,27,0,27,14,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,576,165,343,135,122,83,0,38,122,83,0,38,0,38,3,37,0,38,5,38,0,38,0,38,0,38,0,38,0,38,22,43,0,38,7,38,0,38,0,38,12,41,29,59,44,48,0,38,0,38,221,89,21,38,200,88,34,46,35,41,6,38,52,60,21,43,15,44,10,40,11,41,0,38,0,38,0,38,0,38,0,38,16,44,0,38,0,38,0,38,0,38,0,38,0,38,233,84,73,52,0,38,73,52,0,38,0,38,0,38,0,38,8,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,12,38,0,38,0,38,13,42,16,40,14,40,10,41,160,72,43,48,117,64,22,36,0,38,26,45,0,38,28,53,13,42,4,37,0,38,15,40,0,38,9,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,240,96,138,80,115,78,0,36,115,78,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,7,36,0,36,29,55,37,50,0,36,0,36,13,40,0,36,23,50,6,37,23,36,15,35,8,37,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,8,37,102,58,25,39,0,36,25,39,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,7,36,12,39,0,36,0,36,0,36,77,53,13,38,64,52,29,43,35,47,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
43,South Shore,763,319,277,138,77,83,0,44,77,83,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,38,69,0,44,33,62,0,44,0,44,0,44,0,44,0,44,0,44,6,44,200,116,50,64,150,105,19,44,10,46,0,44,0,44,57,92,14,48,14,49,0,44,0,44,0,44,11,46,0,44,0,44,25,59,0,44,0,44,0,44,0,44,0,44,0,44,486,224,145,106,0,44,145,106,0,44,0,44,13,46,0,44,0,44,41,70,17,52,0,44,0,44,0,44,0,44,16,52,13,48,0,44,0,44,45,78,0,44,0,44,0,44,0,44,341,162,128,76,213,123,60,80,0,44,17,51,0,44,50,74,26,57,17,52,0,44,0,44,0,44,0,44,33,61,0,44,0,44,0,44,10,46,0,44,0,44,0,44,0,44
44,Chatham,325,169,50,51,9,38,0,37,9,38,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,9,38,0,37,0,37,0,37,41,49,16,45,25,41,0,37,12,38,3,35,0,37,10,39,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,275,152,78,75,0,37,78,75,0,37,0,37,0,37,0,37,0,37,10,38,0,37,0,37,0,37,0,37,29,49,17,44,0,37,0,37,15,49,0,37,0,37,7,37,0,37,0,37,197,130,104,102,93,86,0,37,0,37,16,44,0,37,0,37,0,37,0,37,44,64,33,62,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,69,52,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,69,52,40,35,0,19,40,35,0,19,0,19,0,19,0,19,0,19,0,19,9,23,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,31,0,19,0,19,13,22,29,33,12,26,17,28,0,19,17,28,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,268,159,73,69,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,73,69,73,69,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,195,132,109,120,0,37,109,120,0,37,0,37,0,37,0,37,0,37,0,37,0,37,59,100,0,37,0,37,0,37,50,74,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,86,62,47,45,39,56,22,49,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,17,43,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,55,52,29,37,29,37,0,27,29,37,0,27,0,27,12,31,0,27,0,27,0,27,17,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,26,34,26,34,0,27,26,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,30,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,373,198,160,77,63,54,0,41,63,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,10,45,26,49,0,41,0,41,0,41,0,41,11,44,6,41,10,44,97,71,70,68,27,43,21,44,0,41,6,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,213,172,27,46,0,41,27,46,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,6,41,0,41,0,41,0,41,15,46,0,41,6,41,0,41,0,41,0,41,186,169,82,67,104,127,0,41,33,67,0,41,0,41,0,41,5,42,0,41,0,41,0,41,66,84,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,14,29,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,20,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,6,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,6,19,6,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,138,91,31,35,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,31,35,20,34,11,26,11,26,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,107,73,7,22,0,25,7,22,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,7,22,0,25,0,25,0,25,100,70,66,56,34,49,6,22,0,25,0,25,28,48,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,319,137,123,74,90,62,0,29,90,62,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,30,20,32,0,29,0,29,0,29,0,29,28,32,0,29,0,29,0,29,30,54,0,29,33,36,9,28,24,37,0,29,0,29,24,37,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,196,93,50,51,0,29,50,51,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,6,27,0,29,0,29,0,29,10,32,9,32,25,48,0,29,0,29,0,29,0,29,0,29,146,77,119,72,27,33,22,32,0,29,0,29,0,29,5,26,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,137,114,86,105,71,103,0,39,71,103,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,71,103,0,39,0,39,0,39,0,39,0,39,0,39,15,44,15,44,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,51,51,22,39,0,39,22,39,0,39,0,39,9,38,0,39,0,39,0,39,0,39,0,39,0,39,0,39,13,40,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,29,47,14,40,15,46,0,39,15,46,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,118,83,77,62,18,30,0,19,18,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,30,0,19,0,19,0,19,59,56,33,44,26,35,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,7,21,0,19,19,34,0,19,0,19,0,19,0,19,0,19,0,19,41,33,20,26,0,19,20,26,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,20,0,19,0,19,12,24,0,19,0,19,0,19,21,26,21,26,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,540,186,218,119,135,78,0,42,135,78,0,42,0,42,0,42,0,42,0,42,0,42,14,42,8,42,0,42,9,41,38,68,0,42,23,44,0,42,20,45,0,42,1,43,9,43,13,44,0,42,83,65,36,56,47,50,7,42,17,46,12,43,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,11,44,0,42,0,42,0,42,0,42,322,139,203,115,0,42,203,115,0,42,0,42,0,42,51,80,0,42,0,42,0,42,23,55,0,42,51,70,19,50,0,42,0,42,7,42,27,50,0,42,11,45,14,46,0,42,0,42,119,78,39,46,80,70,34,48,2,44,0,42,17,47,8,41,0,42,17,48,0,42,0,42,0,42,0,42,0,42,0,42,0,42,2,43,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,66,47,27,31,22,32,0,27,22,32,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,32,0,27,0,27,11,28,0,27,0,27,0,27,0,27,0,27,5,24,5,24,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,39,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,39,33,18,30,21,26,0,27,7,27,0,27,4,26,10,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,233,151,150,102,33,56,0,43,33,56,0,43,0,43,0,43,0,43,0,43,0,43,0,43,9,44,24,55,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,117,85,53,69,64,58,30,51,0,43,0,43,8,45,0,43,0,43,0,43,0,43,0,43,12,45,0,43,0,43,0,43,0,43,0,43,0,43,0,43,14,45,0,43,0,43,83,74,23,48,0,43,23,48,0,43,0,43,0,43,0,43,0,43,17,49,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,6,42,0,43,0,43,0,43,0,43,0,43,60,54,29,47,31,52,19,50,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,12,45,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,204,163,95,92,39,47,0,25,39,47,0,25,0,25,0,25,0,25,0,25,11,28,0,25,0,25,0,25,4,24,0,25,0,25,0,25,0,25,0,25,14,32,10,27,0,25,0,25,0,25,56,55,11,26,45,55,0,25,13,30,0,25,0,25,14,32,0,25,18,36,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,109,90,27,47,0,25,27,47,0,25,0,25,0,25,0,25,0,25,0,25,14,30,0,25,0,25,0,25,13,30,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,82,71,68,69,14,26,4,24,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,402,150,192,111,34,40,0,37,34,40,0,37,0,37,0,37,0,37,0,37,0,37,0,37,9,36,0,37,0,37,0,37,10,37,12,39,3,35,0,37,0,37,0,37,0,37,0,37,0,37,158,103,72,61,86,90,0,37,12,40,14,39,0,37,51,83,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,9,36,0,37,0,37,0,37,0,37,0,37,0,37,210,96,43,53,0,37,43,53,0,37,0,37,0,37,0,37,0,37,22,51,0,37,0,37,0,37,0,37,0,37,0,37,5,36,0,37,3,35,8,37,0,37,0,37,0,37,5,36,167,75,65,54,102,63,0,37,35,61,0,37,0,37,35,44,0,37,0,37,32,62,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
