area_id,area_name,c23002g001,c23002g001_moe,c23002g002,c23002g002_moe,c23002g003,c23002g003_moe,c23002g004,c23002g004_moe,c23002g005,c23002g005_moe,c23002g006,c23002g006_moe,c23002g007,c23002g007_moe,c23002g008,c23002g008_moe,c23002g009,c23002g009_moe,c23002g010,c23002g010_moe,c23002g011,c23002g011_moe,c23002g012,c23002g012_moe,c23002g013,c23002g013_moe,c23002g014,c23002g014_moe,c23002g015,c23002g015_moe,c23002g016,c23002g016_moe,c23002g017,c23002g017_moe,c23002g018,c23002g018_moe,c23002g019,c23002g019_moe,c23002g020,c23002g020_moe,c23002g021,c23002g021_moe,c23002g022,c23002g022_moe,c23002g023,c23002g023_moe,c23002g024,c23002g024_moe,c23002g025,c23002g025_moe,c23002g026,c23002g026_moe,c23002g027,c23002g027_moe
MN25,Battery Park City-Lower Manhattan,734,259,371,160,332,149,259,126,0,42,259,126,249,126,10,42,73,71,39,72,0,42,0,42,0,42,39,72,363,154,340,152,240,127,0,42,240,127,206,123,34,47,100,89,23,46,7,43,7,43,0,42,16,45
MN27,Chinatown,891,343,406,190,346,179,257,163,0,44,257,163,185,119,72,77,89,85,60,60,28,52,20,52,8,44,32,52,485,200,427,174,233,115,0,44,233,115,227,115,6,44,194,131,58,70,0,44,0,44,0,44,58,70
MN28,Lower East Side,2840,530,1263,316,1136,299,878,248,43,86,835,239,627,194,208,137,258,126,127,97,22,65,22,65,0,56,105,81,1577,333,1216,273,704,195,0,56,704,195,605,185,99,75,512,164,361,168,46,75,46,75,0,56,315,160
MN31,Lenox Hill-Roosevelt Island,1182,344,470,200,442,197,354,172,0,53,354,172,308,162,46,67,88,81,28,66,0,53,0,53,0,53,28,66,712,253,694,251,479,215,0,53,479,215,427,210,52,65,215,140,18,59,0,53,0,53,0,53,18,59
MN32,Yorkville,867,270,243,132,243,132,243,132,0,50,243,132,243,132,0,50,0,50,0,50,0,50,0,50,0,50,0,50,624,228,468,195,416,175,0,50,416,175,402,174,14,48,52,68,156,113,46,85,46,85,0,50,110,90
MN33,East Harlem South,1612,448,754,256,684,248,413,180,0,50,413,180,399,178,14,52,271,151,70,61,0,50,0,50,0,50,70,61,858,274,714,258,397,165,0,50,397,165,354,153,43,61,317,180,144,95,26,63,26,63,0,50,118,86
MN34,East Harlem North,1612,494,726,248,631,237,259,115,0,50,259,115,209,106,50,65,372,201,95,78,12,52,12,52,0,50,83,76,886,296,727,276,488,197,0,50,488,197,387,166,101,110,239,145,159,94,12,50,12,50,0,50,147,86
MN35,Washington Heights North,1849,435,849,254,695,224,534,195,0,52,534,195,462,172,72,70,161,107,154,98,16,55,16,55,0,52,138,95,1000,275,908,267,622,201,0,52,622,201,544,179,78,90,286,136,92,76,24,54,24,54,0,52,68,74
MN36,Washington Heights South,3710,751,1633,383,1423,376,1068,300,0,56,1068,300,864,265,204,144,355,160,210,102,112,90,112,90,0,56,98,71,2077,533,1812,475,1342,365,0,56,1342,365,1048,297,294,156,470,194,265,121,13,57,13,57,0,56,252,119
MN40,Upper East Side-Carnegie Hill,384,137,135,78,122,77,69,61,0,52,69,61,69,61,0,52,53,68,13,55,13,55,13,55,0,52,0,52,249,112,218,105,151,97,0,52,151,97,133,93,18,58,67,65,31,59,0,52,0,52,0,52,31,59
MN50,Stuyvesant Town-Cooper Village,391,198,227,168,227,168,227,168,0,22,227,168,126,102,101,134,0,22,0,22,0,22,0,22,0,22,0,22,164,90,138,85,99,74,0,22,99,74,99,74,0,22,39,39,26,34,14,27,14,27,0,22,12,22
MN99,park-cemetery-etc-Manhattan,33,46,28,45,28,45,0,32,0,32,0,32,0,32,0,32,28,45,0,32,0,32,0,32,0,32,0,32,5,31,5,31,5,31,0,32,5,31,0,32,5,31,0,32,0,32,0,32,0,32,0,32,0,32
QN01,South Jamaica,1052,288,383,135,354,127,278,108,0,46,278,108,243,100,35,53,76,62,29,53,8,46,8,46,0,46,21,51,669,190,589,175,345,126,0,46,345,126,306,112,39,55,244,114,80,57,4,45,4,45,0,46,76,57
QN02,Springfield Gardens North,86,67,33,47,33,47,26,48,0,31,26,48,26,48,0,31,7,29,0,31,0,31,0,31,0,31,0,31,53,54,27,49,0,31,0,31,0,31,0,31,0,31,27,49,26,38,0,31,0,31,0,31,26,38
QN03,Springfield Gardens South-Brookville,410,200,164,112,145,108,92,80,0,29,92,80,92,80,0,29,53,62,19,34,6,29,6,29,0,29,13,29,246,135,176,113,159,100,0,29,159,100,128,86,31,41,17,35,70,60,0,29,0,29,0,29,70,60
QN05,Rosedale,352,156,112,71,103,70,94,67,0,35,94,67,94,67,0,35,9,37,9,30,3,31,3,31,0,35,6,34,240,128,215,122,160,99,0,35,160,99,139,98,21,40,55,55,25,42,11,37,11,37,0,35,14,40
QN06,Jamaica Estates-Holliswood,803,258,357,129,314,119,259,106,0,36,259,106,259,106,0,36,55,47,43,58,30,58,30,58,0,36,13,35,446,163,297,133,228,102,0,36,228,102,190,91,38,48,69,58,149,89,53,62,53,62,0,36,96,71
QN07,Hollis,907,268,363,135,338,132,298,120,0,36,298,120,278,122,20,39,40,41,25,38,7,33,5,35,2,34,18,38,544,173,464,159,296,122,0,36,296,122,238,108,58,57,168,93,80,56,10,37,10,37,0,36,70,54
QN08,St. Albans,770,217,368,122,294,104,218,96,0,59,218,96,185,90,33,63,76,70,74,67,13,61,13,61,0,59,61,65,402,136,290,124,178,84,0,59,178,84,170,84,8,59,112,88,112,69,25,64,0,59,25,64,87,64
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,240,124,80,59,75,58,66,60,0,36,66,60,61,59,5,36,9,29,5,36,5,36,0,36,5,36,0,36,160,88,119,84,109,81,0,36,109,81,53,55,56,70,10,40,41,39,0,36,0,36,0,36,41,39
QN12,Hammels-Arverne-Edgemere,522,191,219,95,207,91,179,82,16,45,163,78,142,72,21,42,28,52,12,44,0,38,0,38,0,38,12,44,303,124,258,114,110,79,17,45,93,76,71,69,22,42,148,78,45,52,19,46,19,46,0,38,26,45
QN15,Far Rockaway-Bayswater,1117,331,548,193,516,191,383,165,0,46,383,165,343,153,40,51,133,98,32,50,9,46,9,46,0,46,23,48,569,207,462,185,319,139,0,46,319,139,304,136,15,53,143,84,107,80,0,46,0,46,0,46,107,80
QN17,Forest Hills,1492,353,644,195,555,184,418,148,0,64,418,148,403,146,15,67,137,103,89,89,0,64,0,64,0,64,89,89,848,248,696,214,503,180,0,64,503,180,470,175,33,71,193,105,152,99,48,75,48,75,0,64,104,89
QN18,Rego Park,503,191,188,97,160,87,128,71,0,34,128,71,118,66,10,36,32,45,28,37,1,32,0,34,1,32,27,38,315,122,293,120,222,92,0,34,222,92,175,82,47,53,71,79,22,39,0,34,0,34,0,34,22,39
QN19,Glendale,380,158,148,77,142,77,86,55,0,43,86,55,86,55,0,43,56,60,6,43,0,43,0,43,0,43,6,43,232,118,212,105,137,89,0,43,137,89,92,69,45,57,75,59,20,52,0,43,0,43,0,43,20,52
QN20,Ridgewood,990,375,526,243,506,242,376,157,0,56,376,157,331,151,45,57,130,144,20,58,0,56,0,56,0,56,20,58,464,172,464,172,345,129,0,56,345,129,313,121,32,66,119,91,0,56,0,56,0,56,0,56,0,56
QN21,Middle Village,345,283,124,124,113,119,102,118,0,51,102,118,97,118,5,50,11,48,11,52,0,51,0,51,0,51,11,52,221,173,211,172,123,114,0,51,123,114,123,114,0,51,88,89,10,53,0,51,0,51,0,51,10,53
QN22,Flushing,1749,570,1041,363,977,358,668,267,0,54,668,267,569,249,99,101,309,172,64,76,8,54,8,54,0,54,56,75,708,249,677,246,469,218,0,54,469,218,414,211,55,73,208,113,31,57,0,54,0,54,0,54,31,57
QN23,College Point,333,161,169,98,157,98,138,89,0,34,138,89,138,89,0,34,19,34,12,32,8,34,8,34,0,34,4,32,164,91,142,89,104,79,0,34,104,79,86,75,18,42,38,41,22,33,0,34,0,34,0,34,22,33
QN25,Corona,743,316,374,216,310,207,270,197,0,44,270,197,221,187,49,75,40,53,64,61,15,46,15,46,0,44,49,57,369,151,336,147,253,134,0,44,253,134,246,133,7,44,83,69,33,49,10,44,0,44,10,44,23,49
QN26,North Corona,786,344,466,210,429,206,386,200,0,45,386,200,350,197,36,54,43,50,37,50,0,45,0,45,0,45,37,50,320,159,310,158,251,140,0,45,251,140,200,107,51,66,59,62,10,44,0,45,0,45,0,45,10,44
QN27,East Elmhurst,605,263,340,136,331,136,321,136,0,34,321,136,274,121,47,58,10,33,9,32,0,34,0,34,0,34,9,32,265,157,224,130,154,98,0,34,154,98,154,98,0,34,70,63,41,51,10,35,10,35,0,34,31,50
QN28,Jackson Heights,2995,723,1479,454,1325,446,1073,387,0,66,1073,387,1037,382,36,72,252,139,154,99,46,70,46,70,0,66,108,95,1516,360,1336,339,951,272,0,66,951,272,848,260,103,90,385,170,180,107,15,68,15,68,0,66,165,106
QN29,Elmhurst,1155,340,764,242,647,219,495,194,23,69,472,191,436,185,36,69,152,96,117,86,16,64,16,64,0,60,101,83,391,153,320,139,219,109,0,60,219,109,189,102,30,71,101,83,71,71,18,64,18,64,0,60,53,68
QN30,Maspeth,247,159,78,57,68,55,47,47,0,45,47,47,47,47,0,45,21,49,10,46,0,45,0,45,0,45,10,46,169,147,165,147,35,43,0,45,35,43,17,44,18,42,130,147,4,44,0,45,0,45,0,45,4,44
QN31,Hunters Point-Sunnyside-West Maspeth,1270,345,680,229,618,223,445,164,14,60,431,163,368,130,63,92,173,130,62,67,13,58,7,57,6,57,49,66,590,172,509,161,308,114,0,56,308,114,302,114,6,55,201,103,81,72,11,58,11,58,0,56,70,70
QN33,Cambria Heights,146,89,69,62,40,47,23,47,0,43,23,47,23,47,0,43,17,41,29,47,0,43,0,43,0,43,29,47,77,57,62,55,62,55,0,43,62,55,56,54,6,43,0,43,15,46,0,43,0,43,0,43,15,46
QN34,Queens Village,2926,628,1508,362,1350,327,1053,248,0,56,1053,248,752,199,301,150,297,148,158,99,104,92,76,82,28,70,54,64,1418,325,1287,301,954,234,0,56,954,234,824,207,130,91,333,140,131,85,36,69,36,69,0,56,95,73
QN35,Briarwood-Jamaica Hills,1507,403,716,224,655,218,500,173,0,47,500,173,440,152,60,61,155,116,61,56,11,44,3,45,8,45,50,58,791,239,674,230,509,178,0,47,509,178,373,135,136,114,165,111,117,71,23,48,23,48,0,47,94,65
QN37,Kew Gardens Hills,929,282,490,171,427,165,316,134,0,40,316,134,267,127,49,47,111,78,63,48,16,41,16,41,0,40,47,47,439,160,319,137,270,124,0,40,270,124,244,117,26,56,49,54,120,84,61,61,61,61,0,40,59,57
QN38,Pomonok-Flushing Heights-Hillcrest,753,263,303,135,290,137,254,134,0,37,254,134,213,113,41,56,36,43,13,38,0,37,0,37,0,37,13,38,450,175,401,164,219,116,0,37,219,116,163,88,56,66,182,122,49,70,0,37,0,37,0,37,49,70
QN41,Fresh Meadows-Utopia,340,211,120,85,112,79,95,64,0,27,95,64,69,55,26,36,17,34,8,27,0,27,0,27,0,27,8,27,220,138,195,123,135,104,0,27,135,104,135,104,0,27,60,64,25,36,0,27,0,27,0,27,25,36
QN42,Oakland Gardens,592,344,221,143,213,143,154,105,0,34,154,105,154,105,0,34,59,67,8,35,0,34,0,34,0,34,8,35,371,233,335,224,176,120,0,34,176,120,176,120,0,34,159,141,36,56,8,38,8,38,0,34,28,42
QN43,Bellerose,577,286,249,134,249,134,174,93,0,34,174,93,167,92,7,34,75,63,0,34,0,34,0,34,0,34,0,34,328,185,325,185,199,104,0,34,199,104,171,100,28,41,126,113,3,33,0,34,0,34,0,34,3,33
QN44,Glen Oaks-Floral Park-New Hyde Park,641,237,360,150,312,140,174,100,0,32,174,100,163,98,11,32,138,87,48,45,22,36,22,36,0,32,26,38,281,139,255,129,164,110,0,32,164,110,164,110,0,32,91,69,26,38,0,32,0,32,0,32,26,38
QN45,Douglas Manor-Douglaston-Little Neck,249,176,142,101,127,98,81,80,0,34,81,80,81,80,0,34,46,66,15,38,0,34,0,34,0,34,15,38,107,95,59,64,59,64,0,34,59,64,59,64,0,34,0,34,48,52,15,37,15,37,0,34,33,50
QN46,Bayside-Bayside Hills,710,255,199,105,174,95,152,96,0,51,152,96,124,91,28,55,22,49,25,55,10,50,10,50,0,51,15,55,511,201,450,195,311,176,0,51,311,176,288,172,23,61,139,89,61,65,5,50,5,50,0,51,56,66
QN47,Ft. Totten-Bay Terrace-Clearview,189,161,135,107,135,107,113,102,0,34,113,102,113,102,0,34,22,41,0,34,0,34,0,34,0,34,0,34,54,74,54,74,14,37,0,34,14,37,14,37,0,34,40,72,0,34,0,34,0,34,0,34,0,34
QN48,Auburndale,231,124,73,68,73,68,57,53,0,32,57,53,46,46,11,34,16,35,0,32,0,32,0,32,0,32,0,32,158,81,125,65,72,47,0,32,72,47,65,46,7,31,53,51,33,40,12,36,12,36,0,32,21,37
QN49,Whitestone,310,128,99,65,53,48,41,45,0,38,41,45,39,44,2,39,12,39,46,56,11,40,11,40,0,38,35,55,211,110,194,111,170,109,0,38,170,109,139,98,31,61,24,41,17,38,0,38,0,38,0,38,17,38
QN50,Elmhurst-Maspeth,187,99,59,44,48,40,36,38,0,34,36,38,36,38,0,34,12,36,11,36,0,34,0,34,0,34,11,36,128,73,105,69,49,50,0,34,49,50,49,50,0,34,56,54,23,39,0,34,0,34,0,34,23,39
QN51,Murray Hill,815,302,410,183,392,183,349,157,0,50,349,157,286,144,63,78,43,70,18,49,13,51,13,51,0,50,5,48,405,150,370,148,344,147,0,50,344,147,315,141,29,62,26,43,35,51,0,50,0,50,0,50,35,51
QN52,East Flushing,453,214,231,123,220,122,163,96,0,42,163,96,135,86,28,46,57,58,11,43,0,42,0,42,0,42,11,43,222,122,194,117,104,107,0,42,104,107,104,107,0,42,90,66,28,52,0,42,0,42,0,42,28,52
QN53,Woodhaven,2271,450,1048,242,1002,239,778,190,0,54,778,190,699,183,79,66,224,103,46,58,19,57,19,57,0,54,27,55,1223,267,1128,254,811,218,0,54,811,218,720,202,91,75,317,124,95,69,17,58,17,58,0,54,78,65
QN54,Richmond Hill,2474,485,1164,269,1085,253,826,197,0,60,826,197,731,184,95,84,259,112,79,63,33,57,24,59,9,58,46,62,1310,266,1215,251,815,195,0,60,815,195,716,188,99,66,400,131,95,68,0,60,0,60,0,60,95,68
QN55,South Ozone Park,3958,672,2036,381,1750,343,1421,291,0,62,1421,291,1167,255,254,132,329,120,286,103,34,64,34,64,0,62,252,100,1922,363,1743,331,1203,265,0,62,1203,265,1093,250,110,89,540,150,179,89,11,63,11,63,0,62,168,83
QN56,Ozone Park,948,389,473,205,385,176,360,162,0,36,360,162,279,126,81,97,25,44,88,89,47,78,0,36,47,78,41,56,475,233,402,181,316,165,0,36,316,165,242,138,74,59,86,75,73,84,0,36,0,36,0,36,73,84
QN57,Lindenwood-Howard Beach,698,414,275,190,268,191,238,172,0,34,238,172,195,150,43,75,30,43,7,31,7,31,7,31,0,34,0,34,423,248,374,209,258,177,0,34,258,177,258,177,0,34,116,92,49,84,49,84,49,84,0,34,0,34
QN60,Kew Gardens,467,193,268,125,243,118,177,93,0,34,177,93,122,72,55,65,66,76,25,44,15,40,15,40,0,34,10,37,199,95,177,88,114,74,0,34,114,74,114,74,0,34,63,56,22,39,11,37,11,37,0,34,11,37
QN61,Jamaica,2116,473,932,270,818,227,714,216,0,51,714,216,609,184,105,85,104,69,114,86,54,75,54,75,0,51,60,63,1184,253,1016,229,635,180,0,51,635,180,488,155,147,88,381,128,168,92,0,51,0,51,0,51,168,92
QN62,Queensboro Hill,249,147,117,72,110,71,110,71,0,29,110,71,95,69,15,27,0,29,7,29,0,29,0,29,0,29,7,29,132,90,121,81,80,60,0,29,80,60,51,37,29,52,41,48,11,32,0,29,0,29,0,29,11,32
QN63,Woodside,711,249,330,145,283,131,252,127,0,50,252,127,238,126,14,52,31,58,47,77,0,50,0,50,0,50,47,77,381,153,337,140,253,113,0,50,253,113,221,94,32,59,84,81,44,75,0,50,0,50,0,50,44,75
QN66,Laurelton,397,146,81,55,77,54,59,51,0,40,59,51,50,46,9,40,18,36,4,40,4,40,4,40,0,40,0,40,316,133,294,128,209,92,0,40,209,92,125,56,84,71,85,56,22,39,0,40,0,40,0,40,22,39
QN68,Queensbridge-Ravenswood-Long Island City,217,107,106,76,101,75,92,69,0,38,92,69,77,66,15,38,9,36,5,37,0,38,0,38,0,38,5,37,111,78,85,74,69,59,0,38,69,59,59,58,10,37,16,41,26,40,5,37,0,38,5,37,21,41
QN70,Astoria,1448,280,792,193,750,190,529,157,0,60,529,157,455,146,74,82,221,104,42,65,21,63,21,63,0,60,21,62,656,163,595,155,477,142,0,60,477,142,436,137,41,69,118,71,61,68,9,61,9,61,0,60,52,68
QN71,Old Astoria,568,215,297,153,269,131,207,118,0,34,207,118,159,94,48,52,62,52,28,47,28,47,9,36,19,44,0,34,271,113,249,110,169,79,0,34,169,79,160,75,9,35,80,68,22,40,0,34,0,34,0,34,22,40
QN72,Steinway,728,225,354,147,334,140,248,107,0,51,248,107,233,104,15,55,86,95,20,59,0,51,0,51,0,51,20,59,374,141,358,139,248,112,0,51,248,112,243,112,5,51,110,94,16,51,0,51,0,51,0,51,16,51
QN76,Baisley Park,525,178,190,79,143,76,126,73,0,48,126,73,126,73,0,48,17,47,47,47,30,49,30,49,0,48,17,46,335,123,301,110,229,98,0,48,229,98,179,85,50,59,72,54,34,49,5,47,5,47,0,48,29,50
QN98,Airport,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
QN99,park-cemetery-etc-Queens,10,49,10,49,10,49,10,49,0,48,10,49,10,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,187,145,94,72,94,72,81,70,0,34,81,70,81,70,0,34,13,38,0,34,0,34,0,34,0,34,0,34,93,92,93,92,93,92,0,34,93,92,93,92,0,34,0,34,0,34,0,34,0,34,0,34,0,34
SI05,New Springville-Bloomfield-Travis,243,108,123,70,115,68,67,59,0,43,67,59,59,58,8,43,48,53,8,44,0,43,0,43,0,43,8,44,120,73,114,73,65,59,0,43,65,59,65,59,0,43,49,60,6,43,0,43,0,43,0,43,6,43
SI07,Westerleigh,207,95,54,47,54,47,47,46,0,36,47,46,47,46,0,36,7,36,0,36,0,36,0,36,0,36,0,36,153,77,107,67,75,56,0,36,75,56,65,55,10,38,32,42,46,49,0,36,0,36,0,36,46,49
SI08,Grymes Hill-Clifton-Fox Hills,436,199,120,81,120,81,54,54,0,28,54,54,47,53,7,28,66,61,0,28,0,28,0,28,0,28,0,28,316,168,308,167,248,155,0,28,248,155,248,155,0,28,60,54,8,31,0,28,0,28,0,28,8,31
SI11,Charleston-Richmond Valley-Tottenville,380,187,196,115,178,112,78,56,0,32,78,56,69,56,9,31,100,71,18,33,0,32,0,32,0,32,18,33,184,101,152,92,152,92,0,32,152,92,152,92,0,32,0,32,32,35,19,33,19,33,0,32,13,34
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,1090,416,578,223,557,223,255,124,0,38,255,124,255,124,0,38,302,180,21,36,6,37,6,37,0,38,15,37,512,235,508,235,273,113,0,38,273,113,223,102,50,62,235,178,4,37,0,38,0,38,0,38,4,37
SI14,Grasmere-Arrochar-Ft. Wadsworth,61,68,13,32,13,32,13,32,0,27,13,32,13,32,0,27,0,27,0,27,0,27,0,27,0,27,0,27,48,58,48,58,19,32,0,27,19,32,19,32,0,27,29,53,0,27,0,27,0,27,0,27,0,27
SI22,West New Brighton-New Brighton-St. George,812,260,424,190,401,184,311,160,0,40,311,160,204,134,107,94,90,73,23,48,19,49,0,40,19,49,4,39,388,165,307,130,184,101,0,40,184,101,178,101,6,39,123,74,81,70,4,38,4,38,0,40,77,71
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,255,156,86,64,81,65,60,53,0,38,60,53,60,53,0,38,21,40,5,37,0,38,0,38,0,38,5,37,169,112,138,93,79,61,0,38,79,61,79,61,0,38,59,78,31,47,0,38,0,38,0,38,31,47
SI25,Oakwood-Oakwood Beach,120,88,80,65,80,65,80,65,0,32,80,65,80,65,0,32,0,32,0,32,0,32,0,32,0,32,0,32,40,48,40,48,40,48,0,32,40,48,32,45,8,31,0,32,0,32,0,32,0,32,0,32,0,32
SI28,Port Richmond,159,93,63,70,63,70,58,68,0,32,58,68,58,68,0,32,5,28,0,32,0,32,0,32,0,32,0,32,96,55,83,50,77,48,0,32,77,48,77,48,0,32,6,31,13,33,0,32,0,32,0,32,13,33
SI32,Rossville-Woodrow,97,84,57,55,39,50,39,50,0,29,39,50,39,50,0,29,0,29,18,37,0,29,0,29,0,29,18,37,40,42,27,35,16,35,0,29,16,35,16,35,0,29,11,29,13,32,0,29,0,29,0,29,13,32
SI35,New Brighton-Silver Lake,288,163,154,108,131,103,88,68,0,27,88,68,41,44,47,57,43,53,23,40,0,27,0,27,0,27,23,40,134,82,134,82,114,75,0,27,114,75,114,75,0,27,20,31,0,27,0,27,0,27,0,27,0,27
SI36,Old Town-Dongan Hills-South Beach,396,202,125,88,125,88,89,77,0,32,89,77,89,77,0,32,36,49,0,32,0,32,0,32,0,32,0,32,271,141,254,137,138,95,0,32,138,95,117,78,21,36,116,101,17,37,0,32,0,32,0,32,17,37
SI37,Stapleton-Rosebank,522,196,257,117,235,112,127,75,23,50,104,65,104,65,0,38,108,87,22,38,0,38,0,38,0,38,22,38,265,121,220,115,129,76,0,38,129,76,129,76,0,38,91,87,45,44,11,39,11,39,0,38,34,43
SI45,New Dorp-Midland Beach,123,86,73,67,73,67,64,66,0,29,64,66,64,66,0,29,9,31,0,29,0,29,0,29,0,29,0,29,50,53,50,53,50,53,0,29,50,53,50,53,0,29,0,29,0,29,0,29,0,29,0,29,0,29
SI48,Arden Heights,52,64,34,48,22,46,22,46,0,29,22,46,11,33,11,32,0,29,12,33,0,29,0,29,0,29,12,33,18,40,18,40,18,40,0,29,18,40,18,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29
SI54,Great Kills,157,105,78,68,57,60,30,45,0,42,30,45,30,45,0,42,27,57,21,52,0,42,0,42,0,42,21,52,79,62,79,62,53,51,0,42,53,51,53,51,0,42,26,54,0,42,0,42,0,42,0,42,0,42
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
