area_id,area_name,b19001g001,b19001g001_moe,b19001g002,b19001g002_moe,b19001g003,b19001g003_moe,b19001g004,b19001g004_moe,b19001g005,b19001g005_moe,b19001g006,b19001g006_moe,b19001g007,b19001g007_moe,b19001g008,b19001g008_moe,b19001g009,b19001g009_moe,b19001g010,b19001g010_moe,b19001g011,b19001g011_moe,b19001g012,b19001g012_moe,b19001g013,b19001g013_moe,b19001g014,b19001g014_moe,b19001g015,b19001g015_moe,b19001g016,b19001g016_moe,b19001g017,b19001g017_moe
QN57,Lindenwood-Howard Beach,226,150,0,34,0,34,0,34,14,37,0,34,0,34,0,34,0,34,0,34,12,36,0,34,30,47,73,77,90,115,7,31,0,34
QN60,Kew Gardens,169,81,0,34,26,50,0,34,12,37,0,34,0,34,19,41,33,41,9,36,17,39,7,34,0,34,28,41,0,34,15,38,3,33
QN61,Jamaica,833,175,73,56,37,52,9,51,17,48,54,57,125,87,91,73,31,57,27,54,64,71,70,56,96,72,29,52,22,55,25,61,63,80
QN62,Queensboro Hill,102,64,0,29,0,29,31,56,0,29,0,29,0,29,0,29,0,29,8,30,24,37,17,31,8,29,9,30,0,29,0,29,5,26
QN63,Woodside,314,128,29,58,14,53,60,77,18,56,0,50,31,55,0,50,0,50,43,55,5,49,60,79,7,50,19,51,20,57,0,50,8,52
QN66,Laurelton,101,47,16,40,0,40,5,39,0,40,0,40,4,39,0,40,0,40,8,40,0,40,8,40,17,40,28,44,0,40,10,36,5,39
QN68,Queensbridge-Ravenswood-Long Island City,137,74,31,55,0,38,24,42,17,40,0,38,2,36,9,37,0,38,14,43,21,45,12,41,0,38,7,37,0,38,0,38,0,38
QN70,Astoria,622,152,75,66,43,67,50,66,12,61,22,62,16,61,21,62,30,69,44,66,37,64,87,88,57,68,74,85,19,62,20,66,15,62
QN71,Old Astoria,244,95,38,44,7,34,9,34,18,43,0,34,0,34,13,39,0,34,24,47,0,34,51,43,25,37,21,44,16,40,13,37,9,35
QN72,Steinway,302,120,0,51,10,52,16,53,0,51,3,52,52,80,8,51,8,51,14,55,24,54,0,51,63,67,30,60,5,50,49,70,20,58
QN76,Baisley Park,227,74,0,48,30,55,4,47,5,47,6,47,11,47,19,51,13,50,4,47,42,49,10,49,24,48,14,47,13,50,0,48,32,48
QN98,Airport,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
QN99,park-cemetery-etc-Queens,10,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,10,49,0,48,0,48,0,48
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,73,72,0,34,0,34,0,34,0,34,0,34,0,34,32,59,0,34,0,34,0,34,22,45,0,34,19,45,0,34,0,34,0,34
SI05,New Springville-Bloomfield-Travis,65,57,0,43,8,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,17,50,0,43,22,48,18,43,0,43,0,43,0,43
SI07,Westerleigh,120,65,0,36,10,38,23,47,0,36,5,35,0,36,0,36,0,36,11,38,5,36,10,38,41,47,9,37,0,36,6,36,0,36
SI08,Grymes Hill-Clifton-Fox Hills,169,90,0,28,7,28,0,28,18,37,24,43,0,28,0,28,26,50,0,28,8,29,8,31,63,64,0,28,7,28,8,29,0,28
SI11,Charleston-Richmond Valley-Tottenville,120,76,0,32,14,35,0,32,13,34,0,32,0,32,10,31,0,32,59,71,0,32,0,32,0,32,0,32,0,32,6,29,18,33
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,389,147,80,73,20,48,0,38,12,39,6,37,12,41,0,38,0,38,0,38,12,42,13,39,81,77,53,55,56,79,44,58,0,38
SI14,Grasmere-Arrochar-Ft. Wadsworth,21,34,0,27,0,27,0,27,0,27,0,27,0,27,8,29,0,27,0,27,0,27,0,27,0,27,13,32,0,27,0,27,0,27
SI22,West New Brighton-New Brighton-St. George,374,137,33,51,60,80,0,40,20,42,32,42,19,49,9,40,38,46,24,54,0,40,0,40,60,71,30,53,18,43,31,51,0,40
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,118,89,46,78,0,38,0,38,0,38,12,40,0,38,0,38,0,38,0,38,3,36,0,38,5,37,19,41,15,42,14,40,4,37
SI25,Oakwood-Oakwood Beach,61,58,0,32,0,32,0,32,20,45,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,23,39,18,39,0,32
SI28,Port Richmond,115,82,16,37,0,32,0,32,0,32,14,34,0,32,13,33,0,32,0,32,11,32,0,32,6,31,0,32,0,32,40,61,15,32
SI32,Rossville-Woodrow,42,42,0,29,0,29,0,29,0,29,18,37,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,24,35,0,29
SI35,New Brighton-Silver Lake,110,68,20,38,0,27,0,27,0,27,0,27,20,38,0,27,0,27,12,31,21,42,0,27,28,36,9,28,0,27,0,27,0,27
SI36,Old Town-Dongan Hills-South Beach,142,79,54,60,9,33,0,32,7,33,17,40,0,32,0,32,0,32,0,32,0,32,30,47,0,32,15,37,0,32,0,32,10,33
SI37,Stapleton-Rosebank,213,96,34,58,27,44,3,36,21,50,0,38,0,38,14,41,11,40,0,38,4,37,31,54,11,40,26,42,0,38,11,37,20,40
SI45,New Dorp-Midland Beach,82,77,0,29,0,29,0,29,0,29,0,29,0,29,0,29,27,50,0,29,0,29,0,29,9,32,0,29,0,29,46,62,0,29
SI48,Arden Heights,12,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,33,0,29,0,29,0,29,0,29,0,29
SI54,Great Kills,68,60,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,21,52,29,47,0,42,0,42,0,42,7,42,11,42
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
