area_id,area_name,b19037g001,b19037g001_moe,b19037g002,b19037g002_moe,b19037g003,b19037g003_moe,b19037g004,b19037g004_moe,b19037g005,b19037g005_moe,b19037g006,b19037g006_moe,b19037g007,b19037g007_moe,b19037g008,b19037g008_moe,b19037g009,b19037g009_moe,b19037g010,b19037g010_moe,b19037g011,b19037g011_moe,b19037g012,b19037g012_moe,b19037g013,b19037g013_moe,b19037g014,b19037g014_moe,b19037g015,b19037g015_moe,b19037g016,b19037g016_moe,b19037g017,b19037g017_moe,b19037g018,b19037g018_moe,b19037g019,b19037g019_moe,b19037g020,b19037g020_moe,b19037g021,b19037g021_moe,b19037g022,b19037g022_moe,b19037g023,b19037g023_moe,b19037g024,b19037g024_moe,b19037g025,b19037g025_moe,b19037g026,b19037g026_moe,b19037g027,b19037g027_moe,b19037g028,b19037g028_moe,b19037g029,b19037g029_moe,b19037g030,b19037g030_moe,b19037g031,b19037g031_moe,b19037g032,b19037g032_moe,b19037g033,b19037g033_moe,b19037g034,b19037g034_moe,b19037g035,b19037g035_moe,b19037g036,b19037g036_moe,b19037g037,b19037g037_moe,b19037g038,b19037g038_moe,b19037g039,b19037g039_moe,b19037g040,b19037g040_moe,b19037g041,b19037g041_moe,b19037g042,b19037g042_moe,b19037g043,b19037g043_moe,b19037g044,b19037g044_moe,b19037g045,b19037g045_moe,b19037g046,b19037g046_moe,b19037g047,b19037g047_moe,b19037g048,b19037g048_moe,b19037g049,b19037g049_moe,b19037g050,b19037g050_moe,b19037g051,b19037g051_moe,b19037g052,b19037g052_moe,b19037g053,b19037g053_moe,b19037g054,b19037g054_moe,b19037g055,b19037g055_moe,b19037g056,b19037g056_moe,b19037g057,b19037g057_moe,b19037g058,b19037g058_moe,b19037g059,b19037g059_moe,b19037g060,b19037g060_moe,b19037g061,b19037g061_moe,b19037g062,b19037g062_moe,b19037g063,b19037g063_moe,b19037g064,b19037g064_moe,b19037g065,b19037g065_moe,b19037g066,b19037g066_moe,b19037g067,b19037g067_moe,b19037g068,b19037g068_moe,b19037g069,b19037g069_moe
42,Woodlawn,209,91,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,130,74,39,47,0,36,0,36,0,36,0,36,6,36,28,55,24,46,0,36,12,39,0,36,0,36,13,40,0,36,0,36,8,37,61,57,0,36,0,36,0,36,0,36,0,36,11,39,0,36,13,42,0,36,14,36,0,36,23,50,0,36,0,36,0,36,0,36,18,41,11,39,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,7,36,0,36,0,36,0,36,0,36
43,South Shore,315,139,17,52,0,44,0,44,17,52,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,119,99,18,45,0,44,0,44,10,46,38,69,8,46,0,44,0,44,0,44,0,44,45,78,0,44,0,44,0,44,0,44,0,44,79,76,0,44,4,43,26,57,0,44,0,44,16,52,0,44,0,44,0,44,0,44,0,44,33,61,0,44,0,44,0,44,0,44,100,76,60,68,0,44,0,44,0,44,0,44,0,44,11,46,0,44,0,44,16,51,0,44,0,44,7,45,0,44,6,44,0,44
44,Chatham,191,108,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,63,64,26,54,0,37,10,39,0,37,20,47,0,37,0,37,0,37,0,37,0,37,0,37,7,38,0,37,0,37,0,37,0,37,116,89,30,50,0,37,3,35,33,62,34,63,0,37,0,37,0,37,0,37,0,37,0,37,0,37,7,37,9,38,0,37,0,37,12,40,0,37,0,37,0,37,0,37,0,37,0,37,0,37,12,40,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,40,35,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,27,33,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,31,9,23,0,19,0,19,0,19,0,19,13,22,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,22,0,19
46,South Chicago,130,107,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,75,103,0,37,0,37,75,103,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,25,43,8,37,0,37,0,37,0,37,0,37,0,37,17,43,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,30,44,0,37,0,37,0,37,17,44,0,37,0,37,0,37,0,37,6,36,0,37,0,37,0,37,7,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,163,90,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,77,73,0,41,0,41,0,41,30,61,6,41,0,41,0,41,0,41,15,46,0,41,0,41,0,41,16,44,10,44,0,41,0,41,15,42,3,40,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,6,41,0,41,6,41,0,41,0,41,0,41,0,41,71,66,0,41,6,41,14,44,0,41,0,41,6,41,0,41,0,41,25,57,20,50,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,62,52,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,25,6,22,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,7,22,0,25,0,25,0,25,0,25,0,25,25,46,25,46,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,24,29,0,25,0,25,7,25,0,25,0,25,10,27,7,23,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,152,77,5,26,0,29,5,26,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,40,37,13,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,16,30,0,29,11,32,0,29,0,29,0,29,0,29,107,71,9,28,10,32,0,29,9,28,14,30,0,29,0,29,0,29,0,29,0,29,10,32,0,29,55,66,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,116,106,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,80,103,0,39,9,38,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,71,103,0,39,0,39,0,39,13,40,0,39,0,39,0,39,0,39,13,40,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,23,43,0,39,0,39,0,39,0,39,0,39,0,39,8,38,0,39,0,39,0,39,15,44,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,56,47,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,37,35,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,24,0,19,7,21,0,19,0,19,18,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,235,100,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,165,93,0,42,0,42,27,54,43,71,0,42,0,42,0,42,0,42,0,42,11,45,0,42,37,48,47,64,0,42,0,42,0,42,41,47,0,42,0,42,10,43,0,42,0,42,0,42,0,42,0,42,0,42,9,41,9,41,0,42,0,42,13,44,0,42,0,42,29,48,0,42,0,42,0,42,0,42,0,42,0,42,0,42,12,43,0,42,17,46,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,34,29,7,27,7,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,15,33,0,27,0,27,0,27,0,27,0,27,11,32,0,27,0,27,0,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,9,22,2,26,7,24,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,3,25,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,3,25,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,56,54,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,30,48,0,43,0,43,0,43,0,43,24,47,0,43,0,43,0,43,0,43,0,43,6,42,0,43,0,43,0,43,0,43,0,43,17,49,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,17,49,0,43,0,43,0,43,0,43,0,43,0,43,9,44,0,43,0,43,0,43,9,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,29,30,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,26,6,24,0,25,0,25,4,24,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,19,29,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,9,27,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,166,70,54,55,0,37,0,37,22,51,0,37,0,37,0,37,32,62,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,82,50,0,37,35,44,12,40,0,37,0,37,10,37,9,36,0,37,0,37,8,37,0,37,3,35,5,36,0,37,0,37,0,37,17,37,8,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,9,36,0,37,0,37,0,37,0,37,13,34,0,37,8,37,0,37,0,37,5,34,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
61,New City,134,79,8,48,8,48,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,58,63,7,47,0,47,19,52,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,9,47,23,59,0,47,0,47,0,47,47,56,18,50,0,47,0,47,0,47,0,47,0,47,10,46,0,47,0,47,0,47,0,47,19,54,0,47,0,47,0,47,0,47,21,52,0,47,17,53,4,46,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,20,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,30,0,27,0,27,11,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,26,9,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,73,55,8,39,0,41,8,39,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,7,39,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,7,39,0,41,0,41,0,41,0,41,0,41,0,41,58,53,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,18,40,24,52,0,41,16,39,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,96,68,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,77,67,0,31,0,31,8,33,0,31,0,31,0,31,0,31,0,31,0,31,35,60,7,32,7,32,14,37,0,31,0,31,6,36,12,32,0,31,0,31,0,31,0,31,0,31,0,31,0,31,12,32,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,7,31,0,31,0,31,0,31,7,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,301,142,20,47,0,34,0,34,0,34,0,34,0,34,0,34,0,34,20,47,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,206,135,0,34,0,34,9,33,22,47,13,36,0,34,13,39,9,33,0,34,95,122,16,36,29,47,0,34,0,34,0,34,0,34,68,53,0,34,20,44,0,34,10,34,0,34,0,34,0,34,11,36,0,34,0,34,0,34,10,36,17,40,0,34,0,34,0,34,7,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,7,34,0,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,135,84,10,51,0,49,10,51,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,78,82,0,49,0,49,0,49,0,49,0,49,8,48,38,78,0,49,0,49,6,47,16,54,10,50,0,49,0,49,0,49,0,49,47,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,12,50,9,49,9,48,0,49,0,49,7,48,10,46,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,102,67,7,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,7,48,31,55,9,51,0,48,9,49,0,48,0,48,0,48,0,48,0,48,13,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48,47,59,0,48,0,48,0,48,0,48,0,48,25,58,0,48,0,48,0,48,4,47,18,50,0,48,0,48,0,48,0,48,0,48,17,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,6,48,0,48,0,48,11,50,0,48,0,48,0,48,0,48,0,48
68,Englewood,81,56,13,40,13,40,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,16,38,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,10,38,0,36,0,36,0,36,0,36,0,36,35,48,0,36,0,36,22,49,8,37,0,36,0,36,0,36,0,36,5,35,0,36,0,36,0,36,0,36,0,36,0,36,0,36,17,39,8,37,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,9,37,0,36,0,36,0,36
69,Greater Grand Crossing,79,61,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,8,39,0,38,0,38,0,38,0,38,8,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,48,56,0,38,18,48,0,38,18,45,0,38,11,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,1,38,23,45,0,38,0,38,16,45,0,38,0,38,0,38,0,38,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,62,52,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,23,43,0,41,0,41,9,40,0,41,0,41,0,41,0,41,0,41,14,43,0,41,0,41,0,41,0,41,0,41,0,41,0,41,18,43,0,41,0,41,18,43,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,21,44,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,13,45,8,40,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,72,66,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,52,63,0,46,0,46,0,46,0,46,0,46,0,46,22,55,0,46,0,46,0,46,11,48,19,52,0,46,0,46,0,46,0,46,20,50,0,46,0,46,5,45,15,50,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,83,48,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,34,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,32,15,36,8,30,0,29,0,29,0,29,31,33,0,29,6,29,0,29,0,29,10,30,0,29,0,29,0,29,0,29,0,29,0,29,9,31,0,29,0,29,0,29,6,28,18,32,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,29,10,31,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,22,38,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,14,38,0,33,14,38,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,8,33,5,32,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,3,32,0,33,0,33
74,Mount Greenwood,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,125,57,11,34,11,34,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,29,39,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,10,34,7,32,12,35,0,31,0,31,40,36,8,32,0,31,9,33,0,31,10,33,0,31,0,31,0,31,0,31,13,34,0,31,0,31,0,31,0,31,0,31,0,31,45,43,8,32,0,31,9,33,0,31,21,36,0,31,7,32,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,150,127,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,91,102,0,38,0,38,0,38,0,38,0,38,17,46,0,38,0,38,0,38,14,43,0,38,60,94,0,38,0,38,0,38,0,38,48,82,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,48,82,0,38,0,38,0,38,0,38,11,40,0,38,0,38,0,38,0,38,11,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
77,Edgewater,810,238,155,113,31,59,30,67,57,79,0,48,0,48,0,48,0,48,0,48,0,48,37,75,0,48,0,48,0,48,0,48,0,48,0,48,388,167,14,53,10,49,0,48,20,57,0,48,33,60,0,48,63,98,106,115,4,47,47,58,39,77,52,62,0,48,0,48,0,48,137,93,14,52,9,49,13,52,13,50,1,47,0,48,0,48,49,78,0,48,0,48,0,48,32,61,6,48,0,48,0,48,0,48,130,105,6,48,9,49,15,49,0,48,10,50,60,102,7,49,15,53,0,48,0,48,0,48,0,48,0,48,0,48,0,48,8,49
