area_id,area_name,b20005d001,b20005d001_moe,b20005d002,b20005d002_moe,b20005d003,b20005d003_moe,b20005d004,b20005d004_moe,b20005d005,b20005d005_moe,b20005d006,b20005d006_moe,b20005d007,b20005d007_moe,b20005d008,b20005d008_moe,b20005d009,b20005d009_moe,b20005d010,b20005d010_moe,b20005d011,b20005d011_moe,b20005d012,b20005d012_moe,b20005d013,b20005d013_moe,b20005d014,b20005d014_moe,b20005d015,b20005d015_moe,b20005d016,b20005d016_moe,b20005d017,b20005d017_moe,b20005d018,b20005d018_moe,b20005d019,b20005d019_moe,b20005d020,b20005d020_moe,b20005d021,b20005d021_moe,b20005d022,b20005d022_moe,b20005d023,b20005d023_moe,b20005d024,b20005d024_moe,b20005d025,b20005d025_moe,b20005d026,b20005d026_moe,b20005d027,b20005d027_moe,b20005d028,b20005d028_moe,b20005d029,b20005d029_moe,b20005d030,b20005d030_moe,b20005d031,b20005d031_moe,b20005d032,b20005d032_moe,b20005d033,b20005d033_moe,b20005d034,b20005d034_moe,b20005d035,b20005d035_moe,b20005d036,b20005d036_moe,b20005d037,b20005d037_moe,b20005d038,b20005d038_moe,b20005d039,b20005d039_moe,b20005d040,b20005d040_moe,b20005d041,b20005d041_moe,b20005d042,b20005d042_moe,b20005d043,b20005d043_moe,b20005d044,b20005d044_moe,b20005d045,b20005d045_moe,b20005d046,b20005d046_moe,b20005d047,b20005d047_moe,b20005d048,b20005d048_moe,b20005d049,b20005d049_moe,b20005d050,b20005d050_moe,b20005d051,b20005d051_moe,b20005d052,b20005d052_moe,b20005d053,b20005d053_moe,b20005d054,b20005d054_moe,b20005d055,b20005d055_moe,b20005d056,b20005d056_moe,b20005d057,b20005d057_moe,b20005d058,b20005d058_moe,b20005d059,b20005d059_moe,b20005d060,b20005d060_moe,b20005d061,b20005d061_moe,b20005d062,b20005d062_moe,b20005d063,b20005d063_moe,b20005d064,b20005d064_moe,b20005d065,b20005d065_moe,b20005d066,b20005d066_moe,b20005d067,b20005d067_moe,b20005d068,b20005d068_moe,b20005d069,b20005d069_moe,b20005d070,b20005d070_moe,b20005d071,b20005d071_moe,b20005d072,b20005d072_moe,b20005d073,b20005d073_moe,b20005d074,b20005d074_moe,b20005d075,b20005d075_moe,b20005d076,b20005d076_moe,b20005d077,b20005d077_moe,b20005d078,b20005d078_moe,b20005d079,b20005d079_moe,b20005d080,b20005d080_moe,b20005d081,b20005d081_moe,b20005d082,b20005d082_moe,b20005d083,b20005d083_moe,b20005d084,b20005d084_moe,b20005d085,b20005d085_moe,b20005d086,b20005d086_moe,b20005d087,b20005d087_moe,b20005d088,b20005d088_moe,b20005d089,b20005d089_moe,b20005d090,b20005d090_moe,b20005d091,b20005d091_moe,b20005d092,b20005d092_moe,b20005d093,b20005d093_moe,b20005d094,b20005d094_moe,b20005d095,b20005d095_moe
29,North Lawndale,60,76,26,48,7,43,0,43,7,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,7,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,19,44,19,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,34,69,28,69,0,43,28,69,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,18,55,10,45,0,43,0,43,6,42,6,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,115,80,74,55,13,48,0,48,13,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,2,47,1,47,10,50,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,61,55,45,51,16,47,7,47,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,41,56,7,48,0,48,7,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,7,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,34,51,28,51,6,48,0,48,0,48,0,48,0,48,0,48,0,48,6,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,390,162,189,110,93,65,0,42,93,65,0,42,0,42,0,42,0,42,0,42,0,42,3,42,0,42,0,42,0,42,40,61,13,44,0,42,10,41,0,42,0,42,0,42,0,42,0,42,27,48,96,84,18,49,78,80,13,45,13,45,0,42,0,42,10,43,0,42,25,56,0,42,13,40,0,42,0,42,0,42,4,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42,201,114,47,54,0,42,47,54,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,19,51,9,43,0,42,0,42,0,42,0,42,6,41,13,43,0,42,154,108,45,49,109,100,0,42,0,42,10,42,4,41,32,54,28,60,0,42,0,42,0,42,0,42,7,41,28,60,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
32,Loop,4234,659,1712,375,1004,260,0,30,1004,260,0,30,0,30,0,30,0,30,0,30,21,42,18,39,0,30,0,30,0,30,41,59,0,30,44,57,15,36,0,30,146,146,88,64,183,117,163,110,285,135,708,257,240,100,468,241,43,58,54,88,107,188,0,30,58,60,0,30,0,30,0,30,0,30,22,36,48,53,15,35,15,34,0,30,0,30,0,30,28,43,40,69,0,30,38,41,2522,486,1058,267,0,30,1058,267,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,52,54,14,35,77,111,0,30,96,125,161,113,118,94,302,166,238,101,1464,382,623,254,841,332,125,83,328,263,31,47,16,36,29,41,16,34,9,31,0,30,14,33,0,30,21,43,15,36,12,33,19,41,39,67,14,34,92,106,18,40,43,72,0,30
33,Near South Side,3213,586,1438,344,1032,273,0,24,1032,273,0,24,0,24,8,25,0,24,0,24,0,24,0,24,7,24,0,24,0,24,34,49,8,25,132,161,42,69,37,59,36,60,72,56,120,107,140,88,396,202,406,186,191,109,215,146,0,24,13,18,57,96,0,24,0,24,0,24,0,24,0,24,7,25,16,31,27,34,53,71,0,24,0,24,0,24,0,24,0,24,0,24,12,25,30,38,1775,451,851,252,0,24,851,252,0,24,0,24,0,24,0,24,0,24,0,24,12,31,0,24,17,32,39,66,40,67,8,25,0,24,90,93,35,57,66,59,172,113,52,57,131,99,189,120,924,344,552,270,372,219,18,33,58,72,48,76,0,24,17,28,17,31,8,24,0,24,0,24,0,24,17,31,0,24,40,65,0,24,43,53,14,27,32,54,27,27,12,25,21,26
34,Armour Square,7791,583,3820,363,1382,317,0,27,1382,317,56,93,65,97,9,30,174,100,151,73,78,67,24,38,31,50,56,57,11,27,128,138,57,44,155,135,10,29,49,78,33,48,75,63,15,29,143,108,62,47,2438,343,1460,234,978,247,84,60,85,65,185,107,109,72,102,71,77,71,46,44,51,63,38,34,0,27,33,37,0,27,51,54,18,29,0,27,28,37,32,38,22,43,0,27,17,34,3971,347,946,224,0,27,946,224,0,27,0,27,10,27,53,80,53,46,61,56,81,88,175,100,56,50,12,31,51,66,57,55,54,54,43,45,31,37,75,70,51,51,45,64,38,42,0,27,3025,299,1880,246,1145,252,116,76,117,72,178,95,156,91,106,78,62,54,192,131,86,54,9,26,0,27,23,29,65,83,0,27,22,35,4,26,0,27,0,27,0,27,9,28,0,27
35,Douglas,2169,463,1242,289,301,103,0,35,301,103,0,35,0,35,0,35,0,35,0,35,0,35,9,36,9,36,23,37,20,46,12,38,0,35,0,35,16,37,42,48,30,47,24,46,28,44,67,61,21,36,941,259,681,230,260,133,68,54,44,44,59,58,13,35,28,46,0,35,0,35,13,40,21,47,0,35,14,40,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,927,264,144,80,0,35,144,80,0,35,0,35,0,35,0,35,0,35,0,35,0,35,5,34,0,35,0,35,11,37,0,35,21,40,8,35,16,43,42,60,5,34,18,45,18,38,0,35,783,247,447,157,336,136,105,74,15,36,79,75,9,38,20,40,36,54,0,35,0,35,0,35,0,35,11,38,23,48,0,35,29,47,0,35,0,35,9,34,0,35,0,35,0,35
36,Oakland,57,65,4,17,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,17,0,19,4,17,0,19,4,17,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,53,64,31,39,0,19,31,39,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,15,29,0,19,22,36,19,35,3,16,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,3,16,0,19,0,19
37,Fuller Park,11,19,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,19,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,60,58,52,53,36,53,0,43,36,53,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,4,43,0,43,0,43,18,50,0,43,0,43,0,43,14,47,0,43,0,43,16,43,15,44,1,41,1,41,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,8,43,8,43,0,43,8,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,8,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,1001,286,474,189,117,72,0,31,117,72,0,31,0,31,0,31,0,31,0,31,10,32,0,31,0,31,0,31,0,31,51,56,0,31,0,31,17,33,13,34,0,31,0,31,0,31,3,30,23,36,357,179,190,107,167,141,48,69,58,74,12,33,13,35,0,31,10,33,0,31,0,31,0,31,0,31,17,37,0,31,9,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,527,201,107,68,0,31,107,68,0,31,0,31,0,31,15,37,0,31,0,31,0,31,0,31,0,31,0,31,36,50,0,31,0,31,15,36,0,31,0,31,4,30,12,33,17,34,8,31,420,186,215,110,205,152,27,41,24,38,0,31,0,31,57,80,13,35,0,31,0,31,20,42,10,32,0,31,41,70,9,33,0,31,0,31,0,31,4,30,0,31,0,31,0,31
40,Washington Park,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,28,0,27,9,28,0,27,0,27,0,27,0,27,0,27,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,2600,394,1222,243,359,103,0,38,359,103,0,38,0,38,0,38,0,38,0,38,0,38,12,40,0,38,24,43,17,39,40,52,15,38,0,38,54,61,9,39,23,41,8,38,14,39,47,45,96,61,863,219,466,157,397,136,101,69,58,57,51,51,29,45,7,38,0,38,23,43,0,38,40,48,0,38,38,60,15,41,6,38,0,38,0,38,3,37,11,42,10,40,0,38,5,37,1378,240,434,142,0,38,434,142,0,38,0,38,9,41,5,38,0,38,9,40,5,38,0,38,45,49,10,40,9,39,52,58,59,64,0,38,36,59,21,42,42,45,76,69,21,40,35,39,944,209,441,134,503,158,157,99,94,74,50,58,18,43,22,36,35,45,0,38,60,64,17,41,0,38,5,38,14,38,0,38,22,42,4,37,0,38,0,38,0,38,5,37,0,38
42,Woodlawn,589,162,253,106,28,54,0,36,28,54,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,1,35,0,36,1,35,0,36,0,36,0,36,5,40,0,36,11,40,0,36,7,37,3,37,225,104,134,86,91,59,50,50,17,42,10,40,0,36,14,39,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,336,109,66,44,0,36,66,44,0,36,0,36,0,36,0,36,8,37,0,36,0,36,0,36,0,36,0,36,0,36,12,37,0,36,0,36,0,36,4,37,7,36,35,51,0,36,0,36,270,105,164,88,106,65,29,43,6,36,32,42,0,36,10,40,0,36,0,36,0,36,24,47,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,5,36
43,South Shore,85,77,6,45,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,6,45,6,45,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,79,76,33,61,0,44,33,61,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,5,43,0,44,0,44,0,44,0,44,28,62,0,44,46,63,35,61,11,45,0,44,0,44,0,44,0,44,0,44,11,45,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44
44,Chatham,23,42,1,35,1,35,0,37,1,35,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,1,35,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,22,43,11,38,0,37,11,38,0,37,0,37,0,37,0,37,0,37,11,38,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,11,42,0,37,11,42,0,37,0,37,0,37,0,37,0,37,11,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,34,42,13,25,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,25,0,19,13,25,0,19,13,25,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,37,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,37,0,19,21,37,0,19,0,19,0,19,21,37,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,86,102,86,102,26,52,0,37,26,52,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,26,52,0,37,0,37,0,37,0,37,0,37,0,37,0,37,60,72,54,67,6,37,0,37,0,37,0,37,0,37,0,37,0,37,6,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,31,14,31,0,27,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,167,105,89,62,27,50,0,41,27,50,0,41,0,41,0,41,0,41,0,41,0,41,16,48,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,11,44,62,55,42,48,20,45,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,13,44,0,41,7,42,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,78,61,18,49,0,41,18,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,18,49,0,41,0,41,0,41,0,41,0,41,60,56,45,54,15,45,8,43,0,41,0,41,0,41,0,41,7,42,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,32,43,14,21,7,20,0,19,7,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,7,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,7,20,7,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,27,6,18,0,19,6,18,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,6,18,0,19,0,19,0,19,0,19,0,19,0,19,12,28,0,19,12,28,6,19,0,19,0,19,6,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,49,58,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,27,0,25,10,27,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,39,56,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,39,56,39,56,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,85,87,48,60,30,39,0,29,30,39,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,32,0,29,17,38,0,29,0,29,18,37,17,38,1,27,0,29,0,29,0,29,0,29,1,27,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,37,38,12,33,0,29,12,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,33,25,35,0,29,25,35,8,27,0,29,0,29,17,37,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,17,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,30,17,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,533,267,203,121,76,58,0,42,76,58,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,11,44,0,42,0,42,27,46,7,40,0,42,15,47,0,42,0,42,9,43,7,41,0,42,127,101,60,60,67,72,0,42,9,43,0,42,0,42,0,42,25,55,0,42,0,42,0,42,0,42,16,48,0,42,0,42,17,44,0,42,0,42,0,42,0,42,0,42,0,42,330,172,131,87,0,42,131,87,0,42,0,42,0,42,0,42,3,41,0,42,0,42,0,42,11,44,0,42,35,58,0,42,40,67,11,43,5,41,18,43,0,42,0,42,0,42,8,43,199,126,147,118,52,53,4,41,0,42,0,42,5,39,0,42,0,42,15,47,0,42,0,42,0,42,10,43,9,42,0,42,0,42,0,42,0,42,0,42,9,42,0,42,0,42
57,Archer Heights,176,163,114,119,17,27,0,27,17,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,6,27,0,27,0,27,0,27,0,27,11,28,0,27,0,27,0,27,97,118,29,44,68,84,0,27,0,27,0,27,26,46,0,27,0,27,0,27,0,27,27,46,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,15,32,62,51,11,28,0,27,11,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,28,0,27,0,27,0,27,0,27,0,27,0,27,51,50,31,45,20,31,0,27,6,27,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,2270,418,1165,227,485,116,0,43,485,116,0,43,0,43,4,43,20,43,51,53,11,43,32,51,11,45,40,52,21,50,0,43,80,73,33,44,36,51,0,43,18,43,64,66,10,44,15,48,39,62,680,174,341,118,339,117,23,47,24,47,47,46,77,58,15,43,31,50,0,43,78,78,20,47,0,43,11,46,0,43,0,43,0,43,0,43,0,43,8,42,5,42,0,43,0,43,1105,223,351,112,0,43,351,112,0,43,0,43,9,45,0,43,14,47,22,45,10,44,19,47,26,41,49,59,55,57,32,64,17,41,1,42,15,46,35,51,0,43,23,47,13,44,11,44,754,183,369,126,385,135,101,102,9,45,14,45,22,47,45,51,54,56,28,43,26,49,8,44,8,43,0,43,0,43,0,43,44,51,0,43,0,43,14,47,0,43,12,45,0,43
59,McKinley Park,2098,331,1066,179,387,102,0,25,387,102,0,25,0,25,0,25,47,44,0,25,17,25,31,34,12,23,12,30,31,39,7,26,27,32,77,43,0,25,9,26,29,33,20,28,2,23,40,41,26,35,679,157,319,97,360,114,112,60,47,40,33,47,44,40,0,25,50,49,24,44,0,25,6,24,0,25,0,25,16,33,0,25,9,28,0,25,0,25,19,34,0,25,0,25,0,25,1032,193,433,110,0,25,433,110,0,25,0,25,0,25,0,25,0,25,8,26,25,35,39,40,29,42,61,42,85,60,44,36,17,29,0,25,16,30,13,26,35,38,16,34,45,46,0,25,599,161,284,109,315,96,43,41,48,46,34,38,48,48,36,39,54,49,0,25,22,33,0,25,8,26,0,25,12,29,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25
60,Bridgeport,9420,884,4677,523,1906,287,0,37,1906,287,0,37,0,37,41,40,50,46,49,44,145,93,141,123,149,89,68,48,93,70,130,80,201,104,80,57,85,51,91,65,93,56,91,68,139,89,136,78,124,70,2771,400,1363,277,1408,275,309,148,166,95,194,89,115,64,137,67,114,86,55,49,16,38,110,83,0,37,12,38,21,41,0,37,0,37,68,69,41,49,9,38,35,59,0,37,6,37,4743,494,1522,238,0,37,1522,238,0,37,0,37,43,48,37,45,46,44,107,77,124,92,143,68,40,42,80,56,126,72,303,121,82,60,91,71,57,63,20,37,51,52,33,43,66,42,73,52,3221,392,1511,235,1710,315,378,122,134,67,150,76,217,139,160,93,205,95,109,77,121,84,75,45,29,41,80,64,15,38,10,38,5,37,0,37,10,38,5,36,0,37,0,37,7,36
